id;codMaquina;ordemProducao;dataHora;distancia;folhas;data
376;maq002;OP00224;2025-06-13 23:13:46;144.0;5;2025-06-13
377;maq002;OP00224;2025-06-13 23:13:47;204.0;5;2025-06-13
378;maq002;OP00224;2025-06-13 23:13:47;270.9;5;2025-06-13
379;maq002;OP00224;2025-06-13 23:13:48;340.9;5;2025-06-13
380;maq002;OP00224;2025-06-13 23:13:48;372.9;5;2025-06-13
381;maq002;OP00224;2025-06-13 23:13:49;399.9;5;2025-06-13
382;maq002;OP00224;2025-06-13 23:13:49;317.0;5;2025-06-13
383;maq002;OP00224;2025-06-13 23:13:50;257.0;5;2025-06-13
384;maq002;OP00224;2025-06-13 23:13:50;179.0;5;2025-06-13
385;maq002;OP00224;2025-06-13 23:13:51;116.0;5;2025-06-13
386;maq002;OP00224;2025-06-13 23:13:51;56.0;5;2025-06-13
387;maq002;OP00224;2025-06-13 23:13:52;35.0;5;2025-06-13
388;maq002;OP00224;2025-06-13 23:13:52;2.0;6;2025-06-13
389;maq002;OP00224;2025-06-13 23:13:53;2.0;6;2025-06-13
390;maq002;OP00221;2025-06-13 23:14:18;2.0;0;2025-06-13
391;maq002;OP00221;2025-06-13 23:14:18;2.0;0;2025-06-13
392;maq002;OP00221;2025-06-13 23:14:19;2.0;0;2025-06-13
393;maq002;OP00221;2025-06-13 23:14:19;2.0;0;2025-06-13
394;maq002;OP00221;2025-06-13 23:14:20;2.0;0;2025-06-13
395;maq002;OP00221;2025-06-13 23:14:20;7.0;0;2025-06-13
396;maq002;OP00221;2025-06-13 23:14:21;123.0;0;2025-06-13
397;maq002;OP00221;2025-06-13 23:14:21;196.9;0;2025-06-13
398;maq002;OP00221;2025-06-13 23:14:22;225.0;0;2025-06-13
399;maq002;OP00221;2025-06-13 23:14:22;259.9;0;2025-06-13
400;maq002;OP00221;2025-06-13 23:14:23;282.0;0;2025-06-13
401;maq002;OP00221;2025-06-13 23:14:23;362.9;0;2025-06-13
402;maq002;OP00221;2025-06-13 23:14:24;400.0;0;2025-06-13
403;maq002;OP00221;2025-06-13 23:14:24;245.9;0;2025-06-13
404;maq002;OP00221;2025-06-13 23:14:25;74.0;0;2025-06-13
405;maq002;OP00221;2025-06-13 23:14:25;2.0;1;2025-06-13
406;maq002;OP00221;2025-06-13 23:14:26;42.0;1;2025-06-13
407;maq002;OP00221;2025-06-13 23:14:26;190.0;1;2025-06-13
408;maq002;OP00221;2025-06-13 23:14:27;344.9;1;2025-06-13
409;maq002;OP00221;2025-06-13 23:14:27;306.0;1;2025-06-13
410;maq002;OP00221;2025-06-13 23:14:28;178.9;1;2025-06-13
411;maq002;OP00221;2025-06-13 23:14:28;97.9;1;2025-06-13
412;maq002;OP00221;2025-06-13 23:14:29;2.0;2;2025-06-13
413;maq002;OP00221;2025-06-13 23:14:29;56.0;2;2025-06-13
414;maq002;OP00221;2025-06-13 23:14:30;263.9;2;2025-06-13
415;maq002;OP00221;2025-06-13 23:14:30;399.9;2;2025-06-13
416;maq002;OP00221;2025-06-13 23:14:31;252.9;2;2025-06-13
417;maq002;OP00221;2025-06-13 23:14:31;148.0;2;2025-06-13
418;maq002;OP00221;2025-06-13 23:14:32;39.0;2;2025-06-13
419;maq002;OP00221;2025-06-13 23:14:33;137.0;2;2025-06-13
420;maq002;OP00221;2025-06-13 23:14:33;312.9;2;2025-06-13
421;maq002;OP00221;2025-06-13 23:14:34;399.9;2;2025-06-13
422;maq002;OP00221;2025-06-13 23:14:34;175.9;2;2025-06-13
423;maq002;OP00221;2025-06-13 23:14:35;81.0;2;2025-06-13
424;maq002;OP00221;2025-06-13 23:14:35;2.0;3;2025-06-13
425;maq002;OP00221;2025-06-13 23:14:36;63.0;3;2025-06-13
426;maq002;OP00221;2025-06-13 23:14:36;238.9;3;2025-06-13
427;maq002;OP00221;2025-06-13 23:14:37;380.0;3;2025-06-13
428;maq002;OP00221;2025-06-13 23:14:37;309.9;3;2025-06-13
429;maq002;OP00221;2025-06-13 23:14:38;161.9;3;2025-06-13
430;maq002;OP00221;2025-06-13 23:14:38;56.0;3;2025-06-13
431;maq002;OP00221;2025-06-13 23:14:39;2.0;4;2025-06-13
432;maq002;OP00221;2025-06-13 23:14:39;150.9;4;2025-06-13
433;maq002;OP00221;2025-06-13 23:14:40;292.0;4;2025-06-13
434;maq002;OP00221;2025-06-13 23:14:40;380.0;4;2025-06-13
435;maq002;OP00221;2025-06-13 23:14:41;263.9;4;2025-06-13
436;maq002;OP00221;2025-06-13 23:14:41;77.0;4;2025-06-13
437;maq002;OP00221;2025-06-13 23:14:42;2.0;5;2025-06-13
438;maq002;OP00221;2025-06-13 23:14:42;31.0;5;2025-06-13
439;maq002;OP00221;2025-06-13 23:14:43;201.0;5;2025-06-13
440;maq002;OP00221;2025-06-13 23:14:43;344.9;5;2025-06-13
441;maq002;OP00221;2025-06-13 23:14:44;393.9;5;2025-06-13
442;maq002;OP00221;2025-06-13 23:14:44;242.9;5;2025-06-13
443;maq002;OP00221;2025-06-13 23:14:45;113.1;5;2025-06-13
444;maq002;OP00221;2025-06-13 23:14:45;31.0;5;2025-06-13
445;maq002;OP00221;2025-06-13 23:14:46;3.0;6;2025-06-13
446;maq002;OP00221;2025-06-13 23:14:46;175.9;6;2025-06-13
447;maq002;OP00221;2025-06-13 23:14:47;299.0;6;2025-06-13
448;maq002;OP00221;2025-06-13 23:14:47;390.9;6;2025-06-13
449;maq002;OP00221;2025-06-13 23:14:48;317.0;6;2025-06-13
450;maq002;OP00221;2025-06-13 23:14:48;201.0;6;2025-06-13
451;maq002;OP00221;2025-06-13 23:14:49;66.9;6;2025-06-13
452;maq002;OP00221;2025-06-13 23:14:49;2.0;7;2025-06-13
453;maq002;OP00221;2025-06-13 23:14:50;105.0;7;2025-06-13
454;maq002;OP00221;2025-06-13 23:14:50;271.0;7;2025-06-13
455;maq002;OP00221;2025-06-13 23:14:51;344.9;7;2025-06-13
456;maq002;OP00221;2025-06-13 23:14:51;399.9;7;2025-06-13
457;maq002;OP00221;2025-06-13 23:14:52;236.0;7;2025-06-13
458;maq002;OP00221;2025-06-13 23:14:52;87.9;7;2025-06-13
459;maq002;OP00221;2025-06-13 23:14:53;21.0;7;2025-06-13
460;maq002;OP00221;2025-06-13 23:14:53;42.0;7;2025-06-13
461;maq002;OP00221;2025-06-13 23:14:54;183.0;7;2025-06-13
462;maq002;OP00221;2025-06-13 23:14:55;323.9;7;2025-06-13
463;maq002;OP00221;2025-06-13 23:14:55;399.9;7;2025-06-13
464;maq002;OP00221;2025-06-13 23:14:56;399.9;7;2025-06-13
465;maq002;OP00221;2025-06-13 23:26:58;400.0;0;2025-06-13
466;maq002;OP00221;2025-06-13 23:26:58;399.9;0;2025-06-13
467;maq002;OP00221;2025-06-13 23:26:59;400.0;0;2025-06-13
468;maq002;OP00221;2025-06-13 23:26:59;399.9;0;2025-06-13
469;maq002;OP00221;2025-06-13 23:27:00;399.9;0;2025-06-13
470;maq002;OP00221;2025-06-13 23:27:00;399.9;0;2025-06-13
471;maq002;OP00221;2025-06-13 23:27:01;400.0;0;2025-06-13
472;maq002;OP00221;2025-06-13 23:27:01;399.9;0;2025-06-13
473;maq002;OP00221;2025-06-13 23:27:02;399.9;0;2025-06-13
474;maq002;OP00221;2025-06-13 23:27:02;399.9;0;2025-06-13
475;maq002;OP00221;2025-06-13 23:27:03;400.0;0;2025-06-13
476;maq002;OP00221;2025-06-13 23:27:03;399.9;0;2025-06-13
477;maq002;OP00221;2025-06-13 23:27:04;399.9;0;2025-06-13
